state,year,bd_2,bd_3,bd_4,bd_5,erp_17,erp_18,erp_19,erp_21,erp_22,erp_23,erp_f_10,erp_f_11,erp_f_12,erp_f_13,erp_f_14,erp_f_15,erp_f_16,erp_f_17,erp_f_18,erp_f_19,erp_f_20,erp_f_21,erp_f_22,erp_f_23,erp_f_24,erp_f_25,erp_f_26,erp_f_27,erp_f_28,erp_f_29,erp_f_2,erp_f_30,erp_f_31,erp_f_32,erp_f_33,erp_f_34,erp_f_35,erp_f_36,erp_f_37,erp_f_38,erp_f_3,erp_f_4,erp_f_5,erp_f_6,erp_f_7,erp_f_8,erp_f_9,erp_m_10,erp_m_11,erp_m_12,erp_m_13,erp_m_14,erp_m_15,erp_m_16,erp_m_17,erp_m_18,erp_m_19,erp_m_20,erp_m_21,erp_m_22,erp_m_23,erp_m_24,erp_m_25,erp_m_26,erp_m_27,erp_m_28,erp_m_29,erp_m_2,erp_m_30,erp_m_31,erp_m_32,erp_m_33,erp_m_34,erp_m_35,erp_m_36,erp_m_37,erp_m_38,erp_m_3,erp_m_4,erp_m_5,erp_m_6,erp_m_7,erp_m_8,erp_m_9,erp_p_10,erp_p_11,erp_p_12,erp_p_13,erp_p_14,erp_p_15,erp_p_16,erp_p_17,erp_p_18,erp_p_19,erp_p_20,erp_p_21,erp_p_22,erp_p_23,erp_p_24,erp_p_25,erp_p_26,erp_p_27,erp_p_28,erp_p_29,erp_p_2,erp_p_30,erp_p_31,erp_p_32,erp_p_33,erp_p_34,erp_p_35,erp_p_36,erp_p_37,erp_p_38,erp_p_3,erp_p_4,erp_p_5,erp_p_6,erp_p_7,erp_p_8,erp_p_9,ing_1564,ing_alc1,ing_alc2,ing_cultid,ing_disab1,ing_disab2,ing_disab3,ing_disab4,ing_disab5,ing_disab6,ing_disab7,ing_eetp1,ing_eetp2,ing_eetp3,ing_eetph1,ing_eetph2,ing_eetph3,ing_emp1,ing_emp2,ing_emp3,ing_erp_f,ing_erp_m,ing_erp_p,ing_f014,ing_f1524,ing_f2534,ing_f3544,ing_f4554,ing_f55over,ing_heap1,ing_heap2,ing_heap3,ing_hltc1,ing_hltc2,ing_hltc3,ing_hmlss1,ing_hmlss2,ing_hosd10,ing_hosd11,ing_hosd1,ing_hosd2,ing_hosd3,ing_hosd4,ing_hosd5,ing_hosd6,ing_hosd7,ing_hosd8,ing_hosd9,ing_labf,ing_lang1,ing_lang2,ing_lfpr,ing_lfsp1,ing_lfsp2,ing_lfsp3,ing_lthc1,ing_lthc2,ing_lthc3,ing_lthc4,ing_lthc5,ing_lthc6,ing_m014,ing_m1524,ing_m2534,ing_m3544,ing_m4554,ing_m55over,ing_ma_f,ing_ma_m,ing_ma_p,ing_nilf,ing_p014,ing_p1524,ing_p2534,ing_p3544,ing_p4554,ing_p55over,ing_sahlth,ing_smk1,ing_smk2,ing_ttype1,ing_ttype2,ing_ttype3,ing_ttype4,ing_ua1,ing_ua2,ing_unemp1,ing_unemp2,ing_upcc1,ing_upcc2,ing_upcc3,ing_upcc4,ing_upcc5,ing_upcc6,ing_upcc7,ing_upcc8,ing_usp1,ing_usp2,ing_usp3,ing_usp4,ing_volwp1,ing_volwp2,ing_wa1,ing_wa2,ing_yr12c3p1,ing_yr12c3p2,ing_yr12c3p3,land,pension_3,pension_4,pension_5
ACT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3696.0,82.2,67.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82.5,10.0,72.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,2751.0,62.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4196.0,,,,,,,,,,,60.5,15.7,23.8,948.0,73.7,1287.0,2735.0,90.8,65.2,,,,,,,,,,585.0,62.1,942.0,,,,95.0,6.0,0.0,5565.0,5099.0,91.6,344.0,6.2,81.0,1.5,36.0,0.6,0.0,3013.0,1.9,95.7,71.8,1997.0,70.1,2850.0,,,,,,,,,,,,,,,,28.3,,,,,,,,,,2558.0,43.0,3180.0,53.5,618.0,13.8,271.0,9.0,936.0,20.9,384.0,8.6,1385.0,31.0,2847.0,63.7,,,,,934.0,20.9,,,504.0,77.4,651.0,,,,
ACT,2018,5374.0,1.63,2127.0,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACT,2019,5520.0,1.61,2033.0,5.2,68.4,298244.0,34.4,184.8,35.6,35.0,14637.0,14609.0,12656.0,12090.0,10553.0,9369.0,8005.0,5309.0,3706.0,3953.0,220508.0,6.2,6.3,5.5,5.7,8.1,8.7,8.5,8.1,6.6,13620.0,6.6,5.7,5.5,4.8,4.2,3.6,2.4,1.7,1.8,13849.0,12088.0,12566.0,17778.0,19194.0,18755.0,17771.0,14798.0,14347.0,12225.0,11501.0,9451.0,8316.0,7261.0,4509.0,2961.0,2484.0,215222.0,6.7,6.8,6.0,6.1,8.3,8.7,8.4,8.1,6.9,14393.0,6.7,5.7,5.3,4.4,3.9,3.4,2.1,1.4,1.2,14701.0,12962.0,13080.0,17909.0,18789.0,18070.0,17465.0,29435.0,28956.0,24881.0,23591.0,20004.0,17685.0,15266.0,9818.0,6667.0,6437.0,435730.0,6.4,6.6,5.7,5.9,8.2,8.7,8.5,8.1,6.8,28013.0,6.6,5.7,5.4,4.6,4.1,3.5,2.3,1.5,1.5,28550.0,25050.0,25646.0,35687.0,37983.0,36825.0,35236.0,,4049.0,76.9,75.0,703.0,1245.0,548.0,636.0,3185.0,41.6,59.7,,,,,,,,,,,,,,,,,,,,,,79.2,10.4,68.8,,,,,,,,,,,,,,,,,,,,,19.5,1077.0,1010.0,4081.0,6227.0,80.5,,,,,,,,,,,,,,,,,40.4,3976.0,76.9,,,,,,,,,,,,,,,,,1639.0,20.8,2824.0,36.4,,,,,,,,,43.0,1242.0,288.0
ACT,2020,5368.0,1.48,2162.0,4.8,68.2,303346.0,34.6,188.7,36.0,35.3,15283.0,14811.0,13007.0,12282.0,10999.0,9609.0,8537.0,5684.0,3908.0,4037.0,225327.0,6.0,6.3,5.7,5.5,7.7,8.6,8.5,8.2,6.8,13519.0,6.6,5.8,5.5,4.9,4.3,3.8,2.5,1.7,1.8,14146.0,12790.0,12401.0,17322.0,19310.0,19211.0,18471.0,15151.0,14596.0,12601.0,11607.0,9822.0,8357.0,7649.0,4811.0,3100.0,2644.0,219576.0,6.5,6.8,6.2,5.9,7.9,8.7,8.6,8.2,6.9,14219.0,6.6,5.7,5.3,4.5,3.8,3.5,2.2,1.4,1.2,14917.0,13630.0,12968.0,17439.0,19183.0,18795.0,18087.0,30434.0,29407.0,25608.0,23889.0,20821.0,17966.0,16186.0,10495.0,7008.0,6681.0,444903.0,6.2,6.5,5.9,5.7,7.8,8.7,8.5,8.2,6.8,27738.0,6.6,5.8,5.4,4.7,4.0,3.6,2.4,1.6,1.5,29063.0,26420.0,25369.0,34761.0,38493.0,38006.0,36558.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,1143.0,264.0
ACT,2021,5543.0,1.48,2207.0,4.7,68.2,308608.0,34.7,191.9,36.2,35.4,16009.0,14636.0,13337.0,12126.0,11086.0,9644.0,8965.0,6087.0,4139.0,4191.0,229147.0,5.8,6.2,5.8,5.7,7.5,8.6,8.5,8.2,7.0,13181.0,6.4,5.8,5.3,4.8,4.2,3.9,2.7,1.8,1.8,14254.0,13218.0,13038.0,17271.0,19705.0,19467.0,18793.0,15675.0,14418.0,13154.0,11521.0,10001.0,8347.0,7754.0,5259.0,3231.0,2779.0,223361.0,6.2,6.7,6.3,6.0,7.8,8.9,8.6,8.3,7.0,13890.0,6.5,5.9,5.2,4.5,3.7,3.5,2.4,1.4,1.2,14956.0,14005.0,13387.0,17331.0,19958.0,19257.0,18438.0,31684.0,29054.0,26491.0,23647.0,21087.0,17991.0,16719.0,11346.0,7370.0,6970.0,452508.0,6.0,6.5,6.0,5.8,7.6,8.8,8.6,8.2,7.0,27071.0,6.4,5.9,5.2,4.7,4.0,3.7,2.5,1.6,1.5,29210.0,27223.0,26425.0,34602.0,39663.0,38724.0,37231.0,5840.0,,,,,,,,,,,61.1,15.6,23.2,1304.0,74.4,1753.0,4012.0,92.7,68.7,4690.0,4835.0,9525.0,1315.0,993.0,820.0,583.0,455.0,524.0,959.0,64.7,1482.0,,,,126.0,7.0,0.2,7826.0,7102.0,90.7,549.0,7.0,114.0,1.5,49.0,0.6,12.0,4326.0,3.0,93.9,74.1,2934.0,73.0,4020.0,,,,,,,1528.0,979.0,846.0,544.0,448.0,490.0,25.4,24.0,24.8,25.9,2843.0,1972.0,1666.0,1127.0,903.0,1014.0,,,,3647.0,44.1,4512.0,54.5,944.0,15.0,312.0,7.2,1238.0,19.7,474.0,7.5,1803.0,28.7,4275.0,68.1,,,,,945.0,15.1,6281.0,65.9,762.0,82.1,928.0,235813.3,42.0,1029.0,206.0
ACT,2022,5455.0,1.44,2563.0,4.9,68.2,311676.0,34.8,193.8,36.3,35.6,16554.0,14503.0,13713.0,11915.0,11128.0,9655.0,8948.0,6700.0,4342.0,4416.0,231316.0,5.6,6.1,5.8,5.5,7.6,8.7,8.6,8.1,7.2,12986.0,6.3,5.9,5.2,4.8,4.2,3.9,2.9,1.9,1.9,14128.0,13374.0,12721.0,17538.0,20031.0,19867.0,18797.0,16299.0,14327.0,13518.0,11381.0,10136.0,8387.0,7564.0,5737.0,3459.0,2876.0,225599.0,6.0,6.6,6.3,5.9,7.8,8.9,8.7,8.2,7.2,13638.0,6.4,6.0,5.0,4.5,3.7,3.4,2.5,1.5,1.3,14881.0,14148.0,13421.0,17486.0,20166.0,19625.0,18550.0,32853.0,28830.0,27231.0,23296.0,21264.0,18042.0,16512.0,12437.0,7801.0,7292.0,456915.0,5.8,6.3,6.0,5.7,7.7,8.8,8.6,8.2,7.2,26624.0,6.3,6.0,5.1,4.7,3.9,3.6,2.7,1.7,1.6,29009.0,27522.0,26142.0,35024.0,40197.0,39492.0,37347.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,1015.0,212.0
ACT,2023,5222.0,1.4,2395.0,4.9,68.5,319551.0,34.8,197.8,36.3,35.6,17296.0,14453.0,14145.0,11859.0,11133.0,9758.0,9027.0,7291.0,4538.0,4525.0,236245.0,5.4,5.9,5.8,5.4,7.8,8.8,8.8,8.1,7.3,12798.0,6.1,6.0,5.0,4.7,4.1,3.8,3.1,1.9,1.9,13886.0,13700.0,12746.0,18471.0,20766.0,20720.0,19133.0,16965.0,14414.0,13771.0,11440.0,10255.0,8432.0,7545.0,6219.0,3589.0,3000.0,230321.0,5.9,6.4,6.3,6.0,8.0,8.8,9.0,8.1,7.4,13613.0,6.3,6.0,5.0,4.5,3.7,3.3,2.7,1.6,1.3,14660.0,14434.0,13774.0,18501.0,20368.0,20664.0,18677.0,34261.0,28867.0,27916.0,23299.0,21388.0,18190.0,16572.0,13510.0,8127.0,7525.0,466359.0,5.7,6.1,6.0,5.7,7.9,8.8,8.9,8.1,7.3,26411.0,6.2,6.0,5.0,4.6,3.9,3.6,2.9,1.7,1.6,28546.0,28134.0,26520.0,36972.0,41134.0,41384.0,37810.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57.0,940.0,204.0
ACT,2024,,,,,,,,200.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473855.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,908.0,182.0
NSW,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107099.0,77.3,56.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.2,26.4,42.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.8,83789.0,60.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127179.0,,,,,,,,,,,43.4,17.4,39.2,23789.0,61.7,38572.0,64093.0,84.5,50.4,,,,,,,,,,11558.0,48.3,23931.0,,,,2278.0,6.0,0.3,183501.0,157619.0,85.9,19061.0,10.4,4866.0,2.7,1408.0,0.8,543.0,75865.0,0.9,98.0,59.7,47360.0,54.6,86732.0,,,,,,,,,,,,,,,,40.4,,,,,,,,,,79849.0,40.4,108309.0,54.7,20600.0,14.5,11769.0,15.5,29256.0,20.6,11740.0,8.3,42758.0,30.1,88442.0,62.3,,,,,21598.0,15.2,,,11164.0,64.3,17365.0,,,,
NSW,2018,107343.0,1.79,53633.0,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NSW,2019,98906.0,1.78,56058.0,5.3,65.1,5240576.0,36.8,10.0,38.6,37.7,254373.0,266926.0,243384.0,252267.0,230159.0,202514.0,174630.0,124323.0,92119.0,106309.0,4047296.0,5.9,6.1,5.9,5.6,6.6,7.4,7.4,7.0,6.3,238785.0,6.6,6.0,6.2,5.7,5.0,4.3,3.1,2.3,2.6,247598.0,237747.0,227336.0,266364.0,298821.0,299912.0,283729.0,250782.0,260244.0,235380.0,243549.0,217330.0,191220.0,167536.0,114429.0,75549.0,65832.0,3999452.0,6.3,6.6,6.3,6.1,7.1,7.6,7.4,7.1,6.3,253365.0,6.5,5.9,6.1,5.4,4.8,4.2,2.9,1.9,1.6,262031.0,252185.0,244004.0,282850.0,303569.0,296769.0,282828.0,505155.0,527170.0,478764.0,495816.0,447489.0,393734.0,342166.0,238752.0,167668.0,172141.0,8046748.0,6.1,6.3,6.1,5.9,6.8,7.5,7.4,7.0,6.3,492150.0,6.6,5.9,6.2,5.6,4.9,4.3,3.0,2.1,2.1,509629.0,489932.0,471340.0,549214.0,602390.0,596681.0,566557.0,,141997.0,78.7,59.6,22220.0,39193.0,15511.0,24311.0,101443.0,37.3,62.9,,,,,,,,,,,,,,,,,,,,,,72.6,29.4,41.6,,,,,,,,,,,,,,,,,,,,,29.5,44246.0,36924.0,109503.0,191947.0,70.6,,,,,,,,,,,,,,,,,46.5,115500.0,64.0,,,,,,,,,,,,,,,,,69204.0,25.5,122451.0,45.1,,,,,,,,,805.0,26156.0,13135.0
NSW,2020,95459.0,1.76,52485.0,5.2,64.8,5255515.0,37.2,10.1,39.0,38.1,257525.0,266456.0,246041.0,253282.0,237116.0,208404.0,182150.0,130194.0,94962.0,107646.0,4079900.0,5.8,6.0,6.0,5.5,6.3,7.2,7.4,7.1,6.3,235778.0,6.5,6.0,6.2,5.8,5.1,4.5,3.2,2.3,2.6,246598.0,243524.0,224626.0,258376.0,294737.0,302029.0,290456.0,253126.0,261043.0,238082.0,244232.0,223003.0,195022.0,173785.0,120201.0,79230.0,67660.0,4030710.0,6.2,6.5,6.4,6.0,6.8,7.4,7.4,7.2,6.3,250224.0,6.5,5.9,6.1,5.5,4.8,4.3,3.0,2.0,1.7,261782.0,257935.0,241491.0,276091.0,299182.0,299129.0,289492.0,510651.0,527499.0,484123.0,497514.0,460119.0,403426.0,355935.0,250395.0,174192.0,175306.0,8110610.0,6.0,6.3,6.2,5.7,6.6,7.3,7.4,7.2,6.3,486002.0,6.5,6.0,6.1,5.7,5.0,4.4,3.1,2.1,2.2,508380.0,501459.0,466117.0,534467.0,593919.0,601158.0,579948.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,783.0,24495.0,11681.0
NSW,2021,101332.0,1.72,56525.0,5.1,64.3,5209700.0,37.7,10.1,39.5,38.6,263153.0,260715.0,252243.0,247965.0,240317.0,211037.0,187796.0,135708.0,97173.0,109787.0,4071669.0,5.7,6.0,6.1,5.5,6.0,6.9,7.4,7.2,6.5,232193.0,6.4,6.2,6.1,5.9,5.2,4.6,3.3,2.4,2.7,245467.0,246768.0,222554.0,243734.0,281425.0,300607.0,293027.0,257741.0,256646.0,244279.0,241583.0,226979.0,196703.0,177431.0,125832.0,82010.0,70196.0,4025393.0,6.1,6.5,6.5,5.9,6.5,7.1,7.4,7.3,6.4,246488.0,6.4,6.1,6.0,5.6,4.9,4.4,3.1,2.0,1.7,261143.0,261630.0,238716.0,263020.0,286918.0,295922.0,292156.0,520894.0,517361.0,496522.0,489548.0,467296.0,407740.0,365227.0,261540.0,179183.0,179983.0,8097062.0,5.9,6.3,6.3,5.7,6.3,7.0,7.4,7.2,6.4,478681.0,6.4,6.1,6.0,5.8,5.0,4.5,3.2,2.2,2.2,506610.0,508398.0,461270.0,506754.0,568343.0,596529.0,585183.0,163828.0,,,,,,,,,,,42.7,20.3,37.0,29599.0,62.0,47729.0,92356.0,90.0,56.4,169293.0,170417.0,339710.0,55670.0,30879.0,23841.0,17592.0,17153.0,24158.0,18762.0,54.1,34703.0,,,,2508.0,7.0,0.3,243919.0,213418.0,87.5,22080.0,9.1,6227.0,2.6,1549.0,0.6,645.0,102579.0,1.9,96.9,62.6,67497.0,59.6,113280.0,,,,,,,59525.0,32705.0,24108.0,16640.0,15703.0,21736.0,24.3,22.6,23.4,37.4,115195.0,63584.0,47949.0,34232.0,32856.0,45894.0,,,,112521.0,43.5,137702.0,53.2,27147.0,14.6,10223.0,10.0,38602.0,20.8,12373.0,6.7,53152.0,28.7,122358.0,66.0,,,,,19979.0,10.8,204377.0,60.2,15722.0,69.3,22675.0,80079765.9,722.0,21949.0,9273.0
NSW,2022,97884.0,1.72,62980.0,5.2,64.3,5247219.0,37.7,10.2,39.6,38.7,269356.0,255656.0,258756.0,243280.0,243142.0,214574.0,187660.0,145664.0,99280.0,111167.0,4106941.0,5.7,5.9,6.1,5.6,6.0,6.8,7.3,7.2,6.6,232951.0,6.2,6.3,5.9,5.9,5.2,4.6,3.5,2.4,2.7,243580.0,248854.0,230886.0,245736.0,279539.0,301289.0,295571.0,264203.0,250766.0,249894.0,236501.0,230524.0,199400.0,175241.0,134812.0,84516.0,72211.0,4059763.0,6.1,6.4,6.5,6.1,6.6,7.1,7.3,7.2,6.5,247060.0,6.2,6.2,5.8,5.7,4.9,4.3,3.3,2.1,1.8,258772.0,263743.0,248468.0,268004.0,286780.0,296203.0,292665.0,533559.0,506422.0,508650.0,479781.0,473666.0,413974.0,362901.0,280476.0,183796.0,183378.0,8166704.0,5.9,6.2,6.3,5.9,6.3,6.9,7.3,7.2,6.5,480011.0,6.2,6.2,5.9,5.8,5.1,4.4,3.4,2.3,2.2,502352.0,512597.0,479354.0,513740.0,566319.0,597492.0,588236.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.0,21557.0,9084.0
NSW,2023,91947.0,1.68,59451.0,5.3,64.6,5387800.0,37.5,10.4,39.4,38.4,278726.0,253974.0,263132.0,239534.0,245991.0,218871.0,189891.0,154521.0,101670.0,112480.0,4193144.0,5.6,5.8,6.0,5.8,6.2,7.0,7.4,7.2,6.6,233030.0,6.1,6.3,5.7,5.9,5.2,4.5,3.7,2.4,2.7,242252.0,250328.0,241341.0,261412.0,295335.0,309991.0,300665.0,275004.0,248070.0,254255.0,231764.0,233688.0,202430.0,175147.0,143006.0,86957.0,74326.0,4149141.0,6.0,6.2,6.4,6.3,6.9,7.3,7.4,7.2,6.6,246913.0,6.0,6.1,5.6,5.6,4.9,4.2,3.4,2.1,1.8,256717.0,265946.0,259782.0,287995.0,303869.0,306404.0,296868.0,553730.0,502044.0,517387.0,471298.0,479679.0,421301.0,365038.0,297527.0,188627.0,186806.0,8341199.0,5.8,6.0,6.2,6.0,6.6,7.2,7.4,7.2,6.6,479943.0,6.0,6.2,5.6,5.7,5.1,4.4,3.6,2.3,2.2,498969.0,516274.0,501123.0,549407.0,599204.0,616395.0,597533.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,817.0,20181.0,7855.0
NSW,2024,,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8479314.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,818.0,19029.0,6839.0
NT,2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38520.0,83.0,81.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.6,32.6,53.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,23489.0,50.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34999.0,,,,,,,,,,,28.1,12.4,59.6,3701.0,40.0,9259.0,10919.0,73.1,31.2,,,,,,,,,,1263.0,18.1,6995.0,,,,12131.0,88.0,22.7,46939.0,18011.0,38.4,7672.0,16.3,6268.0,13.4,4333.0,9.2,10659.0,14946.0,65.6,33.4,42.7,8866.0,35.4,25054.0,,,,,,,,,,,,,,,,57.3,,,,,,,,,,6207.0,12.5,39206.0,79.1,6038.0,14.8,4032.0,27.0,8065.0,19.8,6827.0,16.7,17078.0,41.9,17867.0,43.8,,,,,4298.0,10.5,,,1561.0,37.5,4164.0,,,,
NT,2018,4050.0,1.94,1110.0,7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NT,2019,3658.0,1.88,1142.0,7.3,70.6,174060.0,32.9,0.2,33.0,33.0,8385.0,8220.0,7468.0,6768.0,5387.0,3905.0,2469.0,1487.0,771.0,625.0,120270.0,7.3,7.4,6.8,5.9,6.9,9.7,9.9,8.4,7.0,8768.0,6.8,6.2,5.6,4.5,3.2,2.1,1.2,0.6,0.5,8843.0,8146.0,7154.0,8244.0,11683.0,11884.0,10063.0,8636.0,8679.0,7740.0,7155.0,5717.0,4352.0,2933.0,1667.0,714.0,459.0,126289.0,7.5,7.4,6.8,6.3,7.5,9.1,9.3,8.1,6.8,9453.0,6.9,6.1,5.7,4.5,3.4,2.3,1.3,0.6,0.4,9329.0,8578.0,7965.0,9451.0,11493.0,11691.0,10277.0,17021.0,16899.0,15208.0,13923.0,11104.0,8257.0,5402.0,3154.0,1485.0,1084.0,246559.0,7.4,7.4,6.8,6.1,7.2,9.4,9.6,8.2,6.9,18221.0,6.9,6.2,5.6,4.5,3.3,2.2,1.3,0.6,0.4,18172.0,16724.0,15119.0,17695.0,23176.0,23575.0,20340.0,,43994.0,85.9,87.0,4472.0,8173.0,3845.0,8674.0,25247.0,34.7,65.2,,,,,,,,,,,,,,,,,,,,,,90.9,41.2,48.4,,,,,,,,,,,,,,,,,,,,,46.6,14580.0,8622.0,15591.0,38643.0,53.1,,,,,,,,,,,,,,,,,48.4,22689.0,44.3,,,,,,,,,,,,,,,,,56143.0,77.2,55215.0,75.9,,,,,,,,,14.0,348.0,70.0
NT,2020,3752.0,1.86,1141.0,7.2,70.3,173961.0,33.1,0.2,33.3,33.2,8576.0,8003.0,7641.0,6804.0,5635.0,4112.0,2734.0,1526.0,852.0,658.0,121415.0,7.1,7.3,6.8,6.0,6.7,9.6,9.7,8.5,7.1,8601.0,6.6,6.3,5.6,4.6,3.4,2.3,1.3,0.7,0.5,8809.0,8250.0,7312.0,8161.0,11599.0,11819.0,10323.0,8502.0,8397.0,7756.0,7153.0,5878.0,4448.0,3138.0,1742.0,844.0,468.0,126013.0,7.3,7.4,7.0,6.3,7.3,9.0,9.3,8.2,6.7,9246.0,6.7,6.2,5.7,4.7,3.5,2.5,1.4,0.7,0.4,9268.0,8771.0,7962.0,9151.0,11297.0,11718.0,10274.0,17078.0,16400.0,15397.0,13957.0,11513.0,8560.0,5872.0,3268.0,1696.0,1126.0,247428.0,7.2,7.3,6.9,6.2,7.0,9.3,9.5,8.3,6.9,17847.0,6.6,6.2,5.6,4.7,3.5,2.4,1.3,0.7,0.5,18077.0,17021.0,15274.0,17312.0,22896.0,23537.0,20597.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,307.0,67.0
